video_id,official_sample_id,audio_sample_id,is_diagonal,wer,cer,token_precision,token_recall,token_f1,character_similarity,score
-egA8-b7-3M,-egA8-b7-3M$_$1,-egA8-b7-3M$_$18,0,1.1,0.8333333333333334,0.09090909090909091,0.1,0.09523809523809525,0.1747572815533981,0.13499768839574666
-egA8-b7-3M,-egA8-b7-3M$_$1,-egA8-b7-3M$_$20,0,1.0,0.803921568627451,0.1,0.1,0.10000000000000002,0.196078431372549,0.1480392156862745
-egA8-b7-3M,-egA8-b7-3M$_$1,-egA8-b7-3M$_$26,0,1.0,0.7647058823529411,0.06666666666666667,0.05,0.05714285714285715,0.23529411764705888,0.14621848739495802
-egA8-b7-3M,-egA8-b7-3M$_$1,-egA8-b7-3M$_$6,0,0.95,0.7647058823529411,0.25,0.15,0.18749999999999997,0.23529411764705888,0.21139705882352944
-egA8-b7-3M,-egA8-b7-3M$_$1,-egA8-b7-3M$_$9,0,1.0,0.7843137254901961,0.0,0.0,0.0,0.21568627450980393,0.10784313725490197
-egA8-b7-3M,-egA8-b7-3M$_$13,-egA8-b7-3M$_$1,0,1.8181818181818181,1.5769230769230769,0.047619047619047616,0.09090909090909091,0.0625,0.2264150943396226,0.1444575471698113
-egA8-b7-3M,-egA8-b7-3M$_$13,-egA8-b7-3M$_$13,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-egA8-b7-3M,-egA8-b7-3M$_$13,-egA8-b7-3M$_$16,0,1.0,1.0384615384615385,0.0,0.0,0.0,0.16923076923076918,0.08461538461538459
-egA8-b7-3M,-egA8-b7-3M$_$13,-egA8-b7-3M$_$17,0,1.3636363636363635,1.0769230769230769,0.0625,0.09090909090909091,0.07407407407407407,0.21126760563380287,0.14267083985393847
-egA8-b7-3M,-egA8-b7-3M$_$13,-egA8-b7-3M$_$18,0,2.0,1.5384615384615385,0.045454545454545456,0.09090909090909091,0.060606060606060615,0.22330097087378642,0.1419535157399235
-egA8-b7-3M,-egA8-b7-3M$_$13,-egA8-b7-3M$_$20,0,1.7272727272727273,1.1153846153846154,0.05,0.09090909090909091,0.06451612903225806,0.24675324675324672,0.1556346878927524
